Set,AUC,AUPRC,Accuracy,Recall,F1,F2,Brier,Model,Threshold_Strategy
Test,0.8015296607669794,0.5801199698321934,0.5756783262504086,0.8994334277620396,0.4945482866043614,0.6775501493811353,0.13746052860134034,Optimized_Stacking,F2_Optimized
